fight_id,fighter,w,kd,sig_str_landed,sig_str_attempted,signif_str_rate,total_strikes_landed,total_strikes_attempted,sub_att,pass,rev,takedown_landed,takedown_attempted,td_rate,head_landed,head_attempted,body_landed,body_attempted,leg_landed,leg_attempted,distance_landed,distance_attempted,clinch_landed,clinch_attempted,ground_landed,ground_attempted
669,Steve Byrnes,L,0,18,35,0.51,45,64,4,2,1,3,5,0.6,16,33,2,2,0,0,1,3,3,3,14,29
668,Georges St-Pierre,W,2,45,92,0.48,49,96,0,1,0,1,1,1.0,32,70,3,5,10,17,33,74,4,5,8,13
668,Matt Hughes,L,0,10,39,0.25,10,39,0,0,0,0,3,0.0,6,34,3,4,1,1,8,36,2,3,0,0
667,Tim Sylvia,W,0,49,175,0.28,100,233,1,1,1,0,0,0.0,27,152,2,2,20,21,28,151,0,0,21,24
667,Jeff Monson,L,0,12,50,0.24,50,100,2,2,1,1,13,0.07,10,47,2,3,0,0,6,36,0,0,6,14
666,Drew McFedries,W,1,30,57,0.52,36,63,0,1,0,1,1,1.0,21,47,7,7,2,3,13,34,5,8,12,15
666,Alessio Sakara,L,0,32,58,0.55,33,59,0,0,0,0,2,0.0,28,52,4,6,0,0,15,33,17,25,0,0
665,Brandon Vera,W,0,15,21,0.71,17,24,0,1,0,0,0,0.0,13,19,1,1,1,1,5,10,2,2,8,9
665,Frank Mir,L,0,2,7,0.28,2,7,0,0,0,0,1,0.0,2,7,0,0,0,0,2,7,0,0,0,0
664,Joe Stevenson,W,0,1,1,1.0,2,2,3,0,0,0,0,0.0,0,0,1,1,0,0,0,0,1,1,0,0
664,Dokonjonosuke Mishima,L,0,1,5,0.2,6,13,0,1,0,1,1,1.0,0,4,1,1,0,0,0,2,0,0,1,3
663,Nick Diaz,W,0,24,51,0.47,117,158,1,1,1,0,1,0.0,24,51,0,0,0,0,1,2,0,0,23,49
663,Gleison Tibau,L,0,0,9,0.0,7,16,1,0,0,0,3,0.0,0,9,0,0,0,0,0,1,0,0,0,8
662,Antoni Hardonk,W,1,10,12,0.83,15,18,0,0,0,0,0,0.0,5,6,2,3,3,3,7,8,3,4,0,0
662,Sherman Pendergarst,L,0,4,11,0.36,14,21,0,2,0,1,1,1.0,4,10,0,1,0,0,0,5,0,1,4,5
661,James Irvin,W,1,17,34,0.5,18,35,0,0,0,0,0,0.0,4,14,2,3,11,17,13,27,1,3,3,4
661,Hector Ramirez,L,0,33,48,0.68,66,81,1,3,0,3,5,0.6,24,38,5,6,4,4,15,24,10,13,8,11
660,Jake O'Brien,W,0,13,31,0.41,106,132,0,2,0,10,13,0.76,12,30,1,1,0,0,0,7,0,0,13,24
660,Josh Shockman,L,0,13,40,0.32,50,83,0,0,0,0,0,0.0,1,22,2,7,10,11,13,40,0,0,0,0
659,Matt Serra,W,0,20,39,0.51,91,114,0,1,0,1,16,0.06,7,21,7,11,6,7,3,15,15,21,2,3
659,Chris Lytle,L,0,42,58,0.72,195,214,0,0,0,1,2,0.5,7,22,30,31,5,5,3,12,34,38,5,8
658,Travis Lutter,W,0,0,0,0.0,5,5,1,3,0,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0
658,Patrick Cote,L,0,0,1,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0
657,Din Thomas,W,1,33,75,0.44,63,107,1,2,0,1,1,1.0,23,62,9,12,1,1,17,54,14,18,2,3
657,Rich Clementi,L,0,22,72,0.3,27,77,0,0,0,1,2,0.5,9,54,7,9,6,9,13,57,9,15,0,0
656,Jorge Rivera,W,1,24,43,0.55,31,56,0,0,0,0,0,0.0,16,33,4,5,4,5,7,11,10,21,7,11
656,Edwin DeWees,L,0,6,25,0.24,7,26,0,0,0,0,0,0.0,4,22,1,1,1,2,4,18,2,7,0,0
655,Pete Spratt,W,0,12,15,0.8,40,43,0,0,1,0,0,0.0,7,10,2,2,3,3,4,5,3,3,5,7
655,Jeremy Jackson,L,0,5,14,0.35,20,33,0,2,1,2,5,0.4,0,7,1,1,4,6,0,8,5,5,0,1
654,Scott Smith,W,2,26,93,0.27,26,93,0,0,0,0,0,0.0,23,86,0,1,3,6,24,87,2,5,0,1
654,Pete Sell,L,0,32,90,0.35,44,102,0,0,0,0,0,0.0,19,73,4,6,9,11,29,82,3,8,0,0
653,Charles McCarthy,W,0,2,12,0.16,2,12,1,1,0,1,1,1.0,1,11,1,1,0,0,1,11,1,1,0,0
653,Gideon Ray,L,0,9,26,0.34,9,26,0,0,0,0,0,0.0,4,18,1,1,4,7,9,26,0,0,0,0
652,Martin Kampmann,W,1,101,200,0.5,109,208,0,0,0,0,0,0.0,74,173,14,14,13,13,79,172,20,26,2,2
652,Thales Leites,L,1,46,171,0.26,53,178,0,1,0,1,12,0.08,37,160,7,9,2,2,36,153,7,10,3,8
651,Anderson Silva,W,1,31,36,0.86,31,36,0,0,0,0,0,0.0,5,9,23,24,3,3,5,8,26,28,0,0
651,Rich Franklin,L,0,10,23,0.43,13,26,0,0,0,0,0,0.0,4,16,1,2,5,5,8,19,2,4,0,0
650,Sean Sherk,W,0,60,104,0.57,161,217,1,15,0,8,13,0.61,55,98,1,1,4,5,8,15,3,6,49,83
650,Kenny Florian,L,0,23,40,0.57,90,110,4,0,1,0,1,0.0,12,28,10,11,1,1,12,28,0,0,11,12
649,Jon Fitch,W,0,44,78,0.56,184,230,0,1,0,5,6,0.83,36,68,4,6,4,4,15,32,1,4,28,42
649,Kuniyoshi Hironaka,L,0,4,17,0.23,17,31,2,0,0,0,2,0.0,2,14,2,3,0,0,3,15,1,2,0,0
648,Carmelo Marrero,W,0,16,31,0.51,70,88,0,5,0,6,10,0.6,6,20,10,11,0,0,0,1,0,1,16,29
648,Cheick Kongo,L,0,18,42,0.42,70,94,2,2,0,0,2,0.0,4,20,4,4,10,18,13,36,5,5,0,1
647,Spencer Fisher,W,1,13,17,0.76,28,32,0,0,0,0,0,0.0,12,16,1,1,0,0,3,3,7,11,3,3
647,Dan Lauzon,L,0,8,25,0.32,13,33,0,1,0,2,5,0.4,7,23,0,0,1,2,0,0,1,2,7,23
646,Yushin Okami,W,0,39,76,0.51,53,93,1,3,0,3,4,0.75,30,67,7,7,2,2,17,46,9,10,13,20
646,Kalib Starnes,L,0,19,36,0.52,27,44,1,0,0,0,4,0.0,4,17,1,3,14,16,8,25,11,11,0,0
645,Clay Guida,W,0,26,52,0.5,93,125,2,2,0,2,4,0.5,23,49,2,2,1,1,2,13,1,1,23,38
645,Justin James,L,0,13,36,0.36,28,52,1,0,0,0,0,0.0,8,31,5,5,0,0,3,24,8,10,2,2
644,Kurt Pellegrino,W,0,5,9,0.55,30,37,1,2,0,1,1,1.0,5,9,0,0,0,0,0,0,0,0,5,9
644,Junior Assuncao,L,0,1,6,0.16,3,10,0,0,0,0,0,0.0,1,6,0,0,0,0,1,6,0,0,0,0
643,Tito Ortiz,W,0,18,29,0.62,38,52,0,0,0,1,1,1.0,15,25,1,1,2,3,0,2,3,3,15,24
643,Ken Shamrock,L,0,0,0,0.0,7,7,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
642,Kendall Grove,W,0,13,26,0.5,22,36,1,1,1,1,1,1.0,12,25,1,1,0,0,1,4,1,1,11,21
642,Chris Price,L,0,5,10,0.5,7,12,0,0,1,0,0,0.0,2,7,3,3,0,0,2,5,3,3,0,2
641,Jason MacDonald,W,0,5,7,0.71,14,16,2,2,1,0,1,0.0,4,5,0,0,1,2,2,4,0,0,3,3
641,Ed Herman,L,0,2,2,1.0,5,5,0,1,1,1,2,0.5,0,0,0,0,2,2,2,2,0,0,0,0
640,Matt Hamill,W,0,14,40,0.35,105,148,0,0,0,7,11,0.63,11,37,0,0,3,3,8,29,3,5,3,6
640,Seth Petruzelli,L,1,25,58,0.43,54,88,1,0,0,0,0,0.0,11,41,8,10,6,7,21,49,3,6,1,3
639,Nate Marquardt,W,0,13,27,0.48,31,47,2,4,1,2,3,0.66,7,20,2,2,4,5,7,16,0,0,6,11
639,Crafton Wallace,L,0,4,18,0.22,27,41,0,0,0,0,0,0.0,3,16,0,1,1,1,4,17,0,0,0,1
638,Tony DeSouza,W,0,5,5,1.0,12,12,1,2,0,1,1,1.0,5,5,0,0,0,0,0,0,0,0,5,5
638,Dustin Hazelett,L,0,1,4,0.25,1,4,1,0,0,0,0,0.0,1,4,0,0,0,0,1,4,0,0,0,0
637,Rory Singer,W,0,50,123,0.4,57,130,0,0,0,0,1,0.0,44,117,5,5,1,1,38,100,12,22,0,1
637,Josh Haynes,L,1,23,101,0.22,32,113,0,1,0,1,6,0.16,15,87,4,9,4,5,12,74,2,7,9,20
636,Thiago Alves,W,0,63,142,0.44,84,164,0,0,0,0,0,0.0,27,95,11,13,25,34,41,104,15,23,7,15
636,John Alessio,L,0,13,82,0.15,18,87,0,2,0,2,10,0.2,12,79,0,2,1,1,10,72,2,9,1,1
635,Marcus Davis,W,0,33,50,0.66,66,88,1,0,0,0,0,0.0,17,33,8,9,8,8,5,11,20,24,8,15
635,Forrest Petz,L,0,5,18,0.27,19,35,0,0,0,0,0,0.0,2,14,2,3,1,1,1,9,4,9,0,0
634,Matt Hughes,W,0,35,88,0.39,77,133,0,2,0,1,9,0.11,28,78,5,8,2,2,20,58,4,7,11,23
634,BJ Penn,L,0,17,37,0.45,49,70,2,1,1,0,1,0.0,10,28,7,9,0,0,8,25,7,10,2,2
633,Mike Swick,W,0,32,93,0.34,63,125,0,4,0,3,7,0.42,12,66,9,13,11,14,17,72,13,18,2,3
633,David Loiseau,L,0,36,68,0.52,44,76,0,1,0,1,1,1.0,21,47,4,8,11,13,12,40,19,22,5,6
632,Melvin Guillard,W,2,20,40,0.5,25,45,0,0,0,3,3,1.0,15,34,4,5,1,1,10,21,1,3,9,16
632,Gabe Ruediger,L,0,7,23,0.3,26,43,0,3,0,2,12,0.16,5,20,2,2,0,1,0,13,3,5,4,5
631,Rashad Evans,W,0,25,44,0.56,42,61,0,6,0,8,8,1.0,18,35,7,9,0,0,0,6,5,7,20,31
631,Jason Lambert,L,0,6,18,0.33,13,27,3,0,0,0,2,0.0,1,12,5,6,0,0,1,11,5,7,0,0
630,Joe Lauzon,W,1,9,11,0.81,9,11,0,0,0,1,1,1.0,9,11,0,0,0,0,3,4,1,1,5,6
630,Jens Pulver,L,0,0,1,0.0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0
629,Roger Huerta,W,0,71,174,0.4,122,239,0,7,1,6,9,0.66,56,152,13,18,2,4,27,90,9,16,35,68
629,Jason Dent,L,0,38,80,0.47,85,139,3,0,1,0,0,0.0,27,64,7,11,4,5,27,64,7,11,4,5
628,Eddie Sanchez,W,1,10,34,0.29,23,47,0,0,0,0,0,0.0,8,32,0,0,2,2,3,25,1,1,6,8
628,Mario Neto,L,0,10,20,0.5,12,22,0,1,0,1,1,1.0,4,13,0,0,6,7,5,13,4,5,1,2
627,Jorge Gurgel,W,0,58,159,0.36,101,208,1,0,0,1,7,0.14,49,149,6,7,3,3,44,128,12,18,2,13
627,Danny Abbadi,L,0,56,146,0.38,79,173,0,0,0,0,0,0.0,49,137,7,9,0,0,41,122,12,20,3,4
626,Tyson Griffin,W,0,0,1,0.0,7,11,1,1,0,1,1,1.0,0,1,0,0,0,0,0,1,0,0,0,0
626,David Lee,L,0,1,2,0.5,2,3,0,0,0,0,0,0.0,1,2,0,0,0,0,1,2,0,0,0,0
625,Chuck Liddell,W,2,17,25,0.68,17,25,0,0,0,0,0,0.0,15,22,2,3,0,0,8,12,0,0,9,13
625,Renato Sobral,L,0,1,9,0.11,1,9,0,0,0,0,0,0.0,0,7,0,1,1,1,1,9,0,0,0,0
624,Forrest Griffin,W,0,83,207,0.4,87,211,0,0,0,0,0,0.0,50,157,6,8,27,42,75,193,8,14,0,0
624,Stephan Bonnar,L,0,41,159,0.25,44,162,0,0,0,0,0,0.0,32,141,4,10,5,8,41,158,0,1,0,0
623,Nick Diaz,W,0,75,199,0.37,186,328,1,1,0,3,5,0.6,49,164,23,31,3,4,35,133,39,61,1,5
623,Josh Neer,L,0,25,62,0.4,33,71,0,0,0,0,2,0.0,15,52,6,6,4,4,12,36,13,26,0,0
622,Cheick Kongo,W,1,17,22,0.77,27,32,0,0,0,0,0,0.0,12,17,4,4,1,1,3,6,14,16,0,0
622,Christian Wellisch,L,0,0,5,0.0,7,12,1,2,0,1,4,0.25,0,5,0,0,0,0,0,4,0,0,0,1
621,Hermes Franca,W,0,22,46,0.47,97,125,3,0,2,1,2,0.5,13,37,4,4,5,5,14,28,6,10,2,8
621,Jamie Varner,L,0,18,106,0.16,41,129,0,4,0,9,15,0.6,14,101,1,1,3,4,1,37,1,3,16,66
620,Eric Schafer,W,0,7,10,0.7,21,24,2,3,0,0,0,0.0,2,4,1,1,4,5,4,7,1,1,2,2
620,Rob MacDonald,L,0,2,4,0.5,6,8,0,0,0,0,1,0.0,1,3,0,0,1,1,2,4,0,0,0,0
619,Wilson Gouveia,W,0,9,20,0.45,15,26,1,2,0,1,1,1.0,5,14,0,0,4,6,8,19,0,0,1,1
619,Wes Combs,L,0,10,17,0.58,10,17,0,0,0,0,0,0.0,0,6,1,1,9,10,10,17,0,0,0,0
618,David Heath,W,0,3,6,0.5,19,22,3,2,0,1,1,1.0,3,6,0,0,0,0,0,0,0,0,3,6
618,Cory Walmsley,L,0,2,2,1.0,13,13,0,0,0,0,0,0.0,1,1,1,1,0,0,1,1,1,1,0,0
617,Yushin Okami,W,0,12,47,0.25,59,97,0,8,0,5,9,0.55,9,44,0,0,3,3,7,38,0,0,5,9
617,Alan Belcher,L,0,8,55,0.14,18,66,0,0,1,0,1,0.0,5,48,0,2,3,5,7,54,1,1,0,0
616,Diego Sanchez,W,0,66,108,0.61,118,171,1,6,1,3,3,1.0,36,77,30,31,0,0,19,48,15,19,32,41
616,Karo Parisyan,L,0,36,92,0.39,78,139,0,1,0,9,10,0.9,36,92,0,0,0,0,21,56,6,12,9,24
615,Chris Leben,W,1,9,22,0.4,24,37,0,1,0,1,2,0.5,6,16,3,5,0,1,3,9,3,5,3,8
615,Jorge Santiago,L,0,6,12,0.5,10,16,0,1,0,1,1,1.0,5,10,0,0,1,2,5,10,0,0,1,2
614,Dean Lister,W,0,24,51,0.47,57,86,2,4,1,5,17,0.29,19,44,2,3,3,4,13,32,3,9,8,10
614,Yuki Sasaki,L,0,26,66,0.39,32,72,0,0,0,0,0,0.0,19,57,2,4,5,5,22,56,4,10,0,0
613,Josh Koscheck,W,1,23,30,0.76,31,38,1,2,0,1,1,1.0,22,29,0,0,1,1,3,6,0,0,20,24
613,Jonathan Goulet,L,0,1,2,0.5,1,2,0,0,0,0,1,0.0,0,1,1,1,0,0,1,2,0,0,0,0
612,Martin Kampmann,W,0,19,26,0.73,28,37,1,3,0,1,1,1.0,19,26,0,0,0,0,3,6,1,2,15,18
612,Crafton Wallace,L,0,1,9,0.11,1,9,0,0,0,0,0,0.0,0,7,0,0,1,2,1,9,0,0,0,0
611,Joe Riggs,W,0,1,4,0.25,1,4,1,2,0,1,1,1.0,1,4,0,0,0,0,1,4,0,0,0,0
611,Jason Von Flue,L,0,0,2,0.0,9,11,0,0,1,0,0,0.0,0,2,0,0,0,0,0,2,0,0,0,0
610,Jake O'Brien,W,0,25,52,0.48,85,116,0,0,0,3,3,1.0,25,52,0,0,0,0,0,3,0,0,25,49
610,Kristof Midoux,L,0,2,10,0.2,2,11,0,0,0,0,0,0.0,2,10,0,0,0,0,0,8,2,2,0,0
609,Forrest Petz,W,5,45,83,0.54,102,149,0,3,0,6,6,1.0,27,64,17,18,1,1,21,47,10,12,14,24
609,Sammy Morgan,L,0,8,44,0.18,58,98,1,0,0,0,7,0.0,3,38,4,5,1,1,7,32,1,12,0,0
608,Anthony Torres,W,0,11,23,0.47,35,48,1,1,0,0,0,0.0,10,22,1,1,0,0,5,14,3,6,3,3
608,Pat Healy,L,0,13,26,0.5,20,33,0,0,0,0,1,0.0,8,21,3,3,2,2,9,21,4,5,0,0
607,Tim Sylvia,W,0,97,263,0.36,99,265,0,0,0,0,0,0.0,68,230,7,9,22,24,88,252,9,11,0,0
607,Andrei Arlovski,L,0,66,327,0.2,68,330,0,0,0,0,1,0.0,39,291,8,16,19,20,64,322,2,5,0,0
606,Joshua Burkman,W,1,35,88,0.39,60,113,0,1,0,4,7,0.57,22,72,9,12,4,4,14,50,16,28,5,10
606,Josh Neer,L,0,19,39,0.48,42,64,1,0,1,1,3,0.33,17,36,1,2,1,1,7,21,5,9,7,9
605,Tito Ortiz,W,0,11,11,1.0,22,23,0,0,0,1,3,0.33,10,10,1,1,0,0,0,0,3,3,8,8
605,Ken Shamrock,L,0,0,3,0.0,3,6,0,0,0,0,0,0.0,0,3,0,0,0,0,0,3,0,0,0,0
604,Frank Mir,W,0,53,89,0.59,111,152,0,4,0,3,6,0.5,19,53,30,32,4,4,7,14,25,26,21,49
604,Dan Christison,L,0,48,85,0.56,84,123,1,0,0,0,0,0.0,26,59,8,12,14,14,22,46,20,33,6,6
603,Joe Stevenson,W,0,28,57,0.49,76,109,1,1,0,3,6,0.5,27,55,0,1,1,1,3,16,1,2,24,39
603,Yves Edwards,L,1,18,52,0.34,29,63,2,0,0,0,0,0.0,13,46,4,5,1,1,15,45,1,1,2,6
602,Hermes Franca,W,0,46,113,0.4,71,138,1,2,0,3,9,0.33,33,99,8,8,5,6,38,100,7,11,1,2
602,Joe Jordan,L,0,20,78,0.25,31,89,0,0,0,0,0,0.0,6,62,0,1,14,15,12,67,6,7,2,4
601,Jeff Monson,W,1,18,26,0.69,25,33,0,0,1,0,2,0.0,14,22,2,2,2,2,1,4,9,13,8,9
601,Anthony Perosh,L,0,8,17,0.47,10,19,0,0,0,0,0,0.0,3,12,3,3,2,2,4,12,4,5,0,0
600,Cheick Kongo,W,0,24,28,0.85,33,37,0,0,0,1,1,1.0,15,19,7,7,2,2,1,2,20,22,3,4
600,Gilbert Aldana,L,0,6,8,0.75,20,23,0,2,0,2,3,0.66,5,7,1,1,0,0,0,0,0,0,6,8
599,Drew Fickett,W,0,18,35,0.51,70,92,2,1,1,1,1,1.0,11,28,4,4,3,3,9,23,3,4,6,8
599,Kurt Pellegrino,L,0,25,47,0.53,84,114,0,3,0,5,9,0.55,13,33,10,11,2,3,5,19,7,11,13,17
598,Jonathan Goulet,W,0,18,34,0.52,65,87,0,11,1,6,9,0.66,14,28,3,4,1,2,2,5,0,0,16,29
598,Luke Cummo,L,2,13,21,0.61,30,40,3,3,0,0,0,0.0,9,17,3,3,1,1,6,9,4,6,3,6
597,Anderson Silva,W,2,17,20,0.85,17,20,0,0,0,0,0,0.0,17,20,0,0,0,0,13,14,1,1,3,5
597,Chris Leben,L,0,1,8,0.12,1,8,0,0,0,0,0,0.0,1,8,0,0,0,0,1,8,0,0,0,0
596,Rashad Evans,W,0,17,37,0.45,48,68,0,2,0,7,12,0.58,12,32,5,5,0,0,3,12,1,1,13,24
596,Stephan Bonnar,L,0,12,36,0.33,52,78,2,0,0,0,0,0.0,7,28,4,6,1,2,7,30,3,4,2,2
595,Mark Hominick,W,0,43,158,0.27,43,158,0,0,0,0,0,0.0,26,135,14,19,3,4,43,158,0,0,0,0
595,Jorge Gurgel,L,0,36,211,0.17,36,211,0,0,0,0,5,0.0,14,178,1,5,21,28,36,211,0,0,0,0
594,Josh Koscheck,W,0,45,68,0.66,95,127,1,8,1,4,7,0.57,29,50,16,18,0,0,6,18,0,1,39,49
594,Dave Menne,L,0,13,34,0.38,21,42,5,0,1,1,1,1.0,4,20,1,2,8,12,10,29,2,3,1,2
593,Jason Lambert,W,0,44,59,0.74,80,99,1,2,0,0,0,0.0,31,45,9,10,4,4,0,0,8,9,36,50
593,Branden Lee Hinkle,L,0,4,6,0.66,5,7,0,0,0,3,5,0.6,0,1,3,4,1,1,0,0,4,6,0,0
592,Jon Fitch,W,1,51,72,0.7,104,129,2,5,0,3,4,0.75,43,63,6,6,2,3,1,3,7,7,43,62
592,Thiago Alves,L,0,1,1,1.0,2,2,3,0,0,1,1,1.0,0,0,0,0,1,1,1,1,0,0,0,0
591,Rob MacDonald,W,0,10,17,0.58,14,23,3,3,0,4,4,1.0,9,16,0,0,1,1,1,4,0,0,9,13
591,Kristian Rothaermel,L,0,3,6,0.5,16,19,0,0,0,0,3,0.0,1,3,0,1,2,2,2,4,1,2,0,0
590,Jorge Santiago,W,1,9,15,0.6,14,20,0,1,0,1,1,1.0,8,14,1,1,0,0,1,2,3,3,5,10
590,Justin Levens,L,0,0,6,0.0,1,7,0,0,0,0,1,0.0,0,5,0,1,0,0,0,4,0,2,0,0
589,Kenny Florian,W,0,5,8,0.62,19,22,1,3,0,1,2,0.5,5,8,0,0,0,0,0,0,0,0,5,8
589,Sam Stout,L,0,0,4,0.0,0,4,0,0,0,0,0,0.0,0,4,0,0,0,0,0,4,0,0,0,0
588,Michael Bisping,W,2,41,61,0.67,52,72,4,8,0,4,5,0.8,25,43,13,14,3,4,9,17,19,26,13,18
588,Josh Haynes,L,0,8,22,0.36,16,30,0,0,1,0,1,0.0,5,19,3,3,0,0,3,12,5,8,0,2
587,Kendall Grove,W,0,25,39,0.64,46,61,6,2,2,0,0,0.0,12,25,10,10,3,4,5,12,11,14,9,13
587,Ed Herman,L,0,33,57,0.57,68,94,2,4,1,5,10,0.5,20,42,13,15,0,0,3,13,2,3,28,41
586,Keith Jardine,W,0,67,205,0.32,71,210,0,0,0,1,1,1.0,41,175,4,5,22,25,61,186,1,6,5,13
586,Wilson Gouveia,L,0,48,115,0.41,51,118,0,1,0,1,2,0.5,21,85,1,1,26,29,46,110,0,3,2,2
585,Rory Singer,W,0,2,4,0.5,2,4,1,0,0,0,0,0.0,1,3,1,1,0,0,2,4,0,0,0,0
585,Ross Pointon,L,1,4,20,0.2,7,23,0,0,0,0,0,0.0,4,19,0,0,0,1,4,18,0,0,0,2
584,Kalib Starnes,W,0,21,29,0.72,25,33,1,3,0,1,2,0.5,10,17,11,12,0,0,2,5,5,5,14,19
584,Danny Abbadi,L,0,3,9,0.33,6,12,0,0,0,0,0,0.0,2,8,1,1,0,0,1,5,2,4,0,0
583,Luigi Fioravanti,W,1,11,31,0.35,19,41,0,1,1,1,1,1.0,7,22,3,7,1,2,4,12,5,17,2,2
583,Solomon Hutcherson,L,0,11,28,0.39,25,44,0,1,1,1,1,1.0,5,18,5,9,1,1,5,17,6,11,0,0
582,Matt Hamill,W,0,33,48,0.68,93,117,0,0,0,1,1,1.0,30,45,1,1,2,2,9,18,16,19,8,11
582,Jesse Forbes,L,0,9,21,0.42,16,28,0,0,0,0,0,0.0,4,15,3,4,2,2,8,19,1,2,0,0
581,Mike Nickels,W,0,22,37,0.59,41,56,1,1,0,3,3,1.0,12,23,10,14,0,0,1,4,8,14,13,19
581,Wes Combs,L,0,4,12,0.33,17,32,0,0,0,0,0,0.0,3,9,0,2,1,1,2,7,2,5,0,0
580,Matt Hughes,W,0,32,40,0.8,33,41,1,4,0,1,1,1.0,22,29,8,9,2,2,3,4,1,1,28,35
580,Royce Gracie,L,0,7,11,0.63,14,18,0,0,0,0,0,0.0,0,3,2,2,5,6,5,8,2,3,0,0
579,Dean Lister,W,0,1,2,0.5,6,8,2,0,0,0,1,0.0,1,2,0,0,0,0,1,2,0,0,0,0
579,Alessio Sakara,L,0,1,3,0.33,4,6,0,0,0,0,0,0.0,1,3,0,0,0,0,1,3,0,0,0,0
578,Diego Sanchez,W,0,9,67,0.13,25,87,0,1,0,1,16,0.06,8,62,1,5,0,0,7,64,2,3,0,0
578,John Alessio,L,0,17,57,0.29,23,63,1,0,0,0,0,0.0,15,54,0,1,2,2,16,55,1,2,0,0
577,Brandon Vera,W,0,8,29,0.27,8,29,1,0,0,0,0,0.0,3,19,2,6,3,4,8,29,0,0,0,0
577,Assuerio Silva,L,0,9,17,0.52,11,19,0,0,0,1,1,1.0,1,9,5,5,3,3,6,14,1,1,2,2
576,Mike Swick,W,0,5,12,0.41,6,13,1,0,0,0,0,0.0,1,7,2,2,2,3,2,9,3,3,0,0
576,Joe Riggs,L,0,1,4,0.25,2,5,0,0,0,0,2,0.0,0,3,0,0,1,1,0,3,1,1,0,0
575,Jeremy Horn,W,0,3,5,0.6,5,7,4,0,0,0,0,0.0,3,5,0,0,0,0,1,3,0,0,2,2
575,Chael Sonnen,L,0,6,18,0.33,34,52,0,0,0,3,3,1.0,5,17,1,1,0,0,1,2,0,0,5,16
574,Spencer Fisher,W,1,27,39,0.69,44,58,0,2,0,0,0,0.0,10,20,12,13,5,6,6,9,14,19,7,11
574,Matt Wiman,L,0,10,19,0.52,29,42,4,2,0,1,4,0.25,7,14,2,4,1,1,1,8,4,5,5,6
573,Gabriel Gonzaga,W,1,16,30,0.53,34,50,0,1,0,3,4,0.75,11,25,3,3,2,2,8,19,4,4,4,7
573,Fabiano Scherner,L,0,8,25,0.32,24,41,0,1,1,0,1,0.0,6,20,2,5,0,0,5,14,3,10,0,1
572,Melvin Guillard,W,1,10,28,0.35,10,28,0,0,0,0,0,0.0,7,24,2,2,1,2,6,20,4,8,0,0
572,Rick Davis,L,0,5,10,0.5,5,10,0,0,0,0,0,0.0,2,3,2,5,1,2,5,10,0,0,0,0
571,Tim Sylvia,W,1,13,30,0.43,13,30,0,0,0,0,0,0.0,13,30,0,0,0,0,7,24,0,0,6,6
571,Andrei Arlovski,L,1,11,24,0.45,12,26,0,0,0,0,0,0.0,7,18,3,5,1,1,9,20,2,4,0,0
570,Sean Sherk,W,0,39,155,0.25,80,198,0,0,1,2,19,0.1,30,146,5,5,4,4,17,90,22,65,0,0
570,Nick Diaz,L,0,57,136,0.41,131,210,3,0,1,1,1,1.0,47,125,9,10,1,1,45,116,11,18,1,2
569,Tito Ortiz,W,0,61,125,0.48,94,163,0,2,0,3,12,0.25,57,121,2,2,2,2,35,77,0,0,26,48
569,Forrest Griffin,L,0,58,170,0.34,81,200,0,0,0,0,0,0.0,52,158,2,3,4,9,58,170,0,0,0,0
568,Evan Tanner,W,0,10,17,0.58,16,24,2,1,0,1,2,0.5,6,11,2,3,2,3,1,1,3,7,6,9
568,Justin Levens,L,0,2,4,0.5,6,8,1,0,0,0,0,0.0,0,1,1,2,1,1,1,2,1,2,0,0
567,Jeff Monson,W,0,32,110,0.29,154,240,0,1,0,2,2,1.0,16,93,11,12,5,5,16,89,10,11,6,10
567,Marcio Cruz,L,0,40,106,0.37,51,118,0,0,0,0,5,0.0,14,79,5,5,21,22,34,98,6,8,0,0
566,Karo Parisyan,W,0,18,30,0.6,23,41,0,7,0,2,3,0.66,16,28,2,2,0,0,1,2,0,0,17,28
566,Nick Thompson,L,0,2,7,0.28,4,9,0,0,0,1,1,1.0,1,6,0,0,1,1,1,2,1,3,0,2
565,David Terrell,W,0,10,14,0.71,21,25,2,1,0,1,4,0.25,6,9,1,1,3,4,1,3,4,4,5,7
565,Scott Smith,L,0,3,6,0.5,4,7,0,0,0,0,0,0.0,1,3,1,1,1,2,2,3,0,0,1,3
564,Jason Lambert,W,0,31,39,0.79,66,75,0,1,0,0,2,0.0,16,24,9,9,6,6,0,6,17,18,14,15
564,Terry Martin,L,0,15,26,0.57,29,41,0,1,0,1,4,0.25,6,17,1,1,8,8,2,7,9,14,4,5
563,Thiago Alves,W,1,11,27,0.4,19,36,0,0,0,0,0,0.0,5,17,4,5,2,5,5,19,4,6,2,2
563,Derrick Noble,L,0,18,45,0.4,26,53,0,0,0,0,0,0.0,10,34,4,6,4,5,7,27,11,18,0,0
562,Stephan Bonnar,W,1,33,93,0.35,52,113,1,1,0,1,6,0.16,20,77,10,10,3,6,24,84,9,9,0,0
